time,open_x,high_x,low_x,close_x,Basis_x,Volume_x,RSI_x,MACD_x,OnBalanceVolume_x,btc_dom,eth_dom,crypto_cap,crypto_cap_exc_BTC,btc_reward,silver_mean,sp500_mean,vix_mean,gold_mean,us,btc_s2f,btc_s2f_price,nlp_compound,nlp_subjectivity,nlp_polarity,sentiment_Extreme Fear,sentiment_Extreme Greed,sentiment_Fear,sentiment_Greed,sentiment_Neutral
2021-06-03,28179.533125,29606.25,27882.0475,29436.03125,29164.715968750003,126995187.15731022,33.00819378958985,-2723.5950246594075,-1132954163.952495,42.32344262957977,19.00357235456709,1699188269759.418,980037306121.3242,37237145.28549553,27.7605,4192.145,17.880000000000003,1881.12,69.125,55.840946917709815,117668.29877723605,0.007031250000000024,0.3156563401875001,0.08947815206249998,0,1,0,0,0
2021-06-07,26853.77,27605.4775,24978.7125,25166.235625,27744.537562499998,134727114.53773928,26.025932268412998,-2518.523686475402,-1476871254.1743736,41.635538279284035,19.75464362493173,1560671321392.9502,910880519346.0688,32065211.20618516,27.732,4227.9349999999995,16.884999999999998,1895.51,69.631,61.73016802696517,164804.70867675662,0.07820937499999994,0.3936634763437499,0.23191981196874997,1,0,0,0,0
2021-06-08,25163.603750000002,25545.133125,23247.940000000002,25035.862500000003,27621.42721875,194026225.1862727,25.820560531129427,-2533.303277695817,-1670897479.3606467,41.71211209896076,19.71157426184995,1503900209555.148,876600658518.8978,31680869.69671912,27.6525,4230.530000000001,16.82,1889.775,69.866,55.104164877613755,112532.46210902453,0.09865810810810813,0.3896264771351351,0.1538887075810811,0,0,0,0,1
2021-06-09,25036.155000000002,28150.704374999998,24297.84,28036.935625,27503.673749999998,188714197.20479667,33.865076407349804,-2276.611331755161,-1482183282.1558497,42.67892180205338,19.17261235245919,1552775478641.4585,889586535020.3647,29082024.72863661,27.837,4226.264999999999,17.54,1892.9650000000001,69.90950000000001,65.16560136701509,197696.9650076028,0.03277113402061853,0.3316193352371133,0.09876275331958763,0,1,0,0,0
2021-06-14,29268.1425,30775.87875,29053.751249999998,30399.890625,27601.740375,208611549.1317093,39.91902631799522,-1182.3029211443345,-1280378115.338592,45.58488674400061,18.114855484145828,1634872949916.0498,889580881628.4626,36421303.12041774,27.744999999999997,4251.735000000001,16.22,1862.375,71.79650000000001,60.83385097654032,156901.24634191586,0.09631578947368423,0.41415098669473677,0.09530016326315786,0,0,1,0,0
2021-06-15,30399.74125,31009.700625,29644.118125,30116.849374999998,27636.078906249997,160399793.38277304,39.25951581055978,-929.6359707842616,-1440777908.7213652,45.78692014747145,18.05231974727608,1651309453041.0361,895231330055.1462,34465050.9411636,27.2945,4250.93,16.64,1835.51,72.0425,62.69411286979032,173612.132541631,0.3138684210526316,0.37918302703508777,0.14710717768421053,0,0,1,0,0
2021-06-16,30114.110625,30373.750625,28581.475,28756.673125,27629.125687499996,166149173.02867228,36.16735558266105,-829.5874800943566,-1606927081.7500377,45.865760998524365,17.805254573795356,1603716375608.4019,868168915902.3005,31780141.80005743,26.438499999999998,4236.29,17.564999999999998,1792.9499999999998,71.356,66.77451847352765,214580.53481714902,0.18380483870967743,0.33701313246774195,0.16011875667741934,0,0,1,0,0
2021-06-17,28760.891875,29674.286875,28026.425625000003,28563.909375,27719.918468749995,158848078.68952656,35.73776117117913,-757.1250873305357,-1765775160.4395642,45.74516004073579,17.614315454656147,1565326300741.567,849264577612.1919,32585835.14384378,26.2235,4221.110000000001,18.115,1771.21,71.2315,63.18170720482664,178190.7318328382,0.031106666666666664,0.34703326920000005,0.11920133880000003,0,0,1,0,0
2021-06-21,26700.036249999997,26807.1875,23440.953125,23710.7775,27507.266406250004,236989867.2589275,26.15761478669318,-1182.1033845763172,-2119187748.9706023,46.0809253827404,17.546389461112078,1368876957609.8977,739000025134.1475,23126700.27996504,25.842,4199.1,19.81,1781.065,73.04750000000001,78.2363733038232,365385.59337202937,0.021745454545454544,0.29016873277272726,0.08105630165909089,1,0,0,0,0
2021-06-22,23714.79875,24971.236249999998,21602.4075,24380.2725,27316.914937499998,243316169.53476453,28.178421436075016,-1314.7795491619881,-1875871579.4358377,47.486251113291026,17.32438568884519,1265704153718.6265,664647371080.2714,19804046.13029002,25.832,4235.52,17.29,1779.0549999999998,73.0625,90.2754781535157,591034.2824929388,0.040160655737704914,0.27471726434426225,0.04737871,1,0,0,0,0
2021-06-23,24381.278125,26142.0875,23779.51125,25256.510625,27107.938906249998,174750360.33284712,30.758398832357134,-1333.8455308269804,-1701121219.1029906,47.56624000220725,17.172212595678843,1304643265644.282,684208863716.7795,23621428.3310873,25.8975,4245.55,16.28,1776.81,73.27000000000001,81.34005172572967,416409.938161317,0.011611627906976736,0.33223413677906977,0.0910278015116279,1,0,0,0,0
2021-06-24,25257.42,26473.84375,24229.861875000002,25993.3725,27026.352593749994,114522623.84166881,32.86120305591136,-1274.8017426063634,-1586598595.2613218,47.19318784919799,16.963250401594763,1357341249467.3262,716762009771.8538,23766132.38608606,26.0205,4261.725,15.975000000000001,1778.775,73.6285,78.2441228145864,365507.21394166455,0.13177254901960783,0.2674088928431373,0.09111754800000003,1,0,0,0,0
2021-06-28,26026.631875,26469.74625,25397.414375,25867.195,26831.62893749999,117970443.51940998,34.40057356273734,-1201.1661195743363,-1611474252.9197633,47.23906238752252,17.25653955031182,1372866034927.9302,724367561176.0151,20581265.55963379,25.8975,4287.76,15.91,1769.0,73.102,93.3702056933071,661908.7063204809,0.13221470588235298,0.3064529220588235,0.06901852908823529,1,0,0,0,0
2021-06-29,25867.50125,27449.06125,25673.981875,26932.670625,26776.415687499994,120537980.95173967,37.17224567727081,-1020.5271399326539,-1490936271.9680235,46.837730185879906,17.568836606941307,1408767825526.9219,748931009119.5781,21860395.24082298,25.942999999999998,4292.51,15.86,1765.92,73.4675,91.29805195948323,613831.0180014732,0.140436507936508,0.3774874500634922,0.12609448604761903,1,0,0,0,0
2021-06-30,26931.080625,27073.05375,25519.523125,26283.205,26715.292218749993,108963945.38021436,35.57783868972267,-919.1801585617322,-1599900217.348238,46.3024259698012,18.0188807485752,1435997869065.7275,771090594392.2587,21597056.01010785,26.034999999999997,4294.07,16.009999999999998,1772.47,74.2535,93.37574741186252,662040.7154407558,0.17949347826086962,0.371867392826087,0.12707121684782607,0,0,1,0,0
2021-07-01,26283.528125,26290.73875,24531.198125,25128.85375,26571.643499999995,105722739.59126677,32.878524853439956,-921.3872653672847,-1705622956.9395046,45.92572317011706,18.241706641580322,1400217963176.7266,757212017743.7479,22482193.59954811,26.2365,4310.33,15.545,1781.745,75.0445,85.59717485356803,494267.25699806114,0.1427809523809524,0.320266439904762,0.06566704457142858,0,1,0,0,0
2021-07-06,25266.981874999998,26326.853125,25137.275,25667.49375,25748.118125,82714755.66536331,34.864825469828745,-662.3018116845888,-1494987222.487995,45.21999681202802,18.701491718783817,1408553776384.676,771652760125.6272,31922406.81313202,26.132,4349.995,16.11,1799.3049999999998,72.97749999999999,57.88020464728968,132739.1854052917,-0.066375,0.26238715279166663,0.012285879625000003,1,0,0,0,0
2021-07-07,25666.35,26293.64875,25334.436875,25394.94625,25589.66996875,71720097.60976698,34.10043117621363,-645.4016592025946,-1566707320.097762,44.84762543663971,18.98903634656898,1423769225938.4824,785238548812.5725,27871474.45653536,25.985500000000002,4354.575000000001,16.32,1803.115,72.7085,66.82378899363012,215112.99124695477,0.27498857142857136,0.2813432281714286,0.11705194802857144,0,0,1,0,0
2021-07-08,25393.10375,25443.144999999997,24065.79875,24658.36625,25479.357624999997,80730388.1801588,32.054983074100896,-683.5643128511456,-1647437708.277921,45.202567462801696,18.64771609840967,1384982757344.1167,759071443316.9603,29946768.12842675,26.003,4320.95,18.375,1805.505,73.9625,59.13458178513894,142654.57135338255,0.24066250000000003,0.45019841270833333,0.17439546133333336,0,0,0,1,0
2021-07-13,24817.585625,25004.203125,24148.03625,24544.890625,25424.32659375,65204538.069696456,32.29065685097737,-607.5026057192313,-1732074059.8963685,46.29179474917169,17.377447889922117,1333364650613.9812,716143837603.45,28926080.1501084,26.0545,4373.4349999999995,16.75,1815.4,74.0385,60.45269957430843,153622.52657844764,0.12556944444444446,0.22228735774999991,0.019264470055555555,1,0,0,0,0
2021-07-14,24545.548125,24861.3325,23681.369375000002,24613.6475,25355.340343749995,78033040.49820982,32.582581198577,-614.9859911620788,-1654041019.3981586,46.35049266976135,17.312870712319437,1326356388216.5977,711588274450.7941,35713899.10215972,26.28,4377.21,16.83,1828.03,72.16999999999999,48.364899385474146,72597.20875841282,0.13238536585365854,0.32744214800000004,0.07567297539024391,1,0,0,0,0
2021-07-15,24615.948750000003,24888.252500000002,23357.723125,23903.988125,25365.965,74923993.77683537,30.281546869875093,-670.4516593447934,-1728965013.174994,46.11490094837756,17.35000235036115,1315300740411.5742,708728374736.8892,26360965.37206621,25.991,4364.530000000001,16.85,1820.62,71.44149999999999,64.23737172415494,188393.11996025598,0.11529090909090911,0.33003720466666664,-0.004708976454545451,1,0,0,0,0
2021-07-19,23835.7625,23920.419374999998,22806.129375,23126.58625,24921.105781249997,60602104.13207335,28.183407529207017,-822.284180647835,-1744057553.0838,46.58222072191898,17.166031052660895,1261061317401.7134,673656511572.3232,33665753.26013767,25.031,4277.445,21.049999999999997,1810.025,66.492,48.376744671533714,72656.96729751238,0.007886956521739128,0.2555436351304347,0.004928790999999994,1,0,0,0,0
2021-07-20,23127.06875,23292.641875,21959.124375,22338.564375,24723.87375,93352664.40851407,25.688142976699165,-914.7750803979775,-1837410217.4923143,46.7403355053013,17.29703721463344,1216764571765.2122,648054137246.842,23622405.80759575,25.3735,4294.08,20.305,1807.215,68.328,67.41295771095143,221552.12346295686,-0.04444285714285714,0.3342521473428572,0.05073118082857142,1,0,0,0,0
2021-07-21,22338.605625,24631.773125,22114.11625,24105.986875,24672.730406249997,123566460.49597494,34.37563589738234,-835.8237046421311,-1713843756.996339,46.59771515241383,17.70257333445414,1247019745844.8716,666028873085.7891,28599770.53082254,25.342,4344.905000000001,18.814999999999998,1804.9850000000001,70.9785,56.72260759317273,124027.77237490738,0.06944210526315787,0.33640483786842107,0.036228956236842115,1,0,0,0,0
2021-07-22,24105.556875,24448.6675,23789.06875,24219.158750000002,24616.44278125,57694240.83172132,34.86331317177354,-755.414201361712,-1656149516.1646175,46.29750308237845,17.97202412399668,1305612798737.5142,701153840056.2166,32359585.95660674,25.277,4364.38,17.634999999999998,1804.495,71.8895,53.75945964727476,103568.24092862321,0.20797833333333335,0.3878453783666668,0.10458689071666667,1,0,0,0,0
2021-07-26,26541.551249999997,30422.181249999998,26409.86375,27932.529375,24716.419,290036410.0204692,47.93989114661737,31.175328427862496,-1163330240.821423,47.578396227713085,18.010151611262266,1433033559576.1802,751113278726.4177,36493145.8849538,24.932,4415.945,18.130000000000003,1798.3400000000001,72.0305,54.84546227082388,110767.13167757861,-0.02033333333333332,0.35052943203508774,0.08480618026315791,0,0,1,0,0
2021-07-27,27930.760625,29662.495625,27267.605625,29598.001875,24926.57178125,115884816.35713345,51.92103987826475,375.8174367109091,-1047445424.4642895,48.38837582439969,17.779849722640378,1487535882316.2715,767629837847.2891,40625844.53592668,24.8245,4408.925,18.985,1803.505,72.1315,48.395795814935745,72753.1512793203,0.04062000000000001,0.30437433859999996,0.060445646927272716,0,0,1,0,0
2021-07-28,29597.515,30671.139375,29069.780000000002,30011.0125,25194.204093750002,210747888.712031,52.79353758248452,674.5000792493584,-836697535.7522584,48.83848362178266,17.602539932432435,1527438916472.2397,781454320045.6099,39723886.33306228,25.238500000000002,4401.79,18.855,1817.445,72.886,52.40582858137271,95063.4523568833,0.08816862745098039,0.388400638,0.10639342774509804,0,0,0,0,1
2021-07-29,30009.4375,30486.026250000003,29436.8275,30017.730625,25426.944437500002,153458717.0296075,52.807660044301066,901.3600048364692,-683245568.5275614,48.66388767466225,17.710700524434444,1543144558042.7349,792208806972.3098,40901817.89725001,25.508000000000003,4411.365,17.810000000000002,1821.25,73.5145,51.42595930214417,89221.80876680148,0.2458214285714286,0.4307123531785714,0.1573144712142857,0,0,0,0,1
2021-08-02,29888.879374999997,30349.69,29016.885625,29359.05375,26517.46046875,150352352.6225424,45.20052075938844,1361.9359675545293,-950198479.130189,46.94738342394021,19.113935283315698,1580184321546.7344,838319713973.5044,35937889.12802676,25.448,4397.004999999999,18.814999999999998,1811.81,70.88749999999999,57.55143226079255,130222.7225987817,0.078544,0.24713535355999997,0.08396060608000003,0,1,0,0,0
2021-08-03,29359.513125,29831.215,28229.89,28651.933749999997,26719.37478125,187312201.45362288,42.27375997923201,1259.9025000196184,-1137510680.583812,46.498841204670065,19.157743322350676,1561266740057.0586,835278638329.5863,41637592.37890438,25.441,4407.95,18.6,1810.9850000000001,69.156,48.70010598856127,74301.6809035684,0.16466333333333333,0.36834532136666664,0.1326135161,0,1,0,0,0
2021-08-04,28651.34,29970.893750000003,28127.415625,29793.17375,27013.8340625,164371893.81282395,45.58428366886617,1256.642974172952,-973138786.7709879,46.24317646981916,19.339418011710503,1581775002946.558,850358062789.688,33520445.17127036,25.264,4409.299999999999,18.105,1807.8899999999999,68.557,60.519782571521354,154196.06105178126,0.09966470588235296,0.36177005452941186,0.04327610839215688,0,0,0,1,0
2021-08-05,29794.68,31015.186875,27982.136249999996,30648.916250000002,27369.246656249998,224098918.6608392,47.80568682058068,1308.0328559264435,-749039868.1101487,46.19875182581086,19.830202334947828,1638451259475.4858,881492289351.9846,39935192.17062213,24.7395,4418.975,17.509999999999998,1784.145,68.5395,51.44455575444272,89330.26220052245,0.28090487804878045,0.3603480654390244,0.1390301681707317,0,0,0,1,0
2021-08-09,32846.255000000005,34843.83125,32084.322500000002,34700.321875,29377.84725,190844098.9178881,54.4458373039027,1941.6474341508824,-367492949.5839637,47.31058131755718,20.1871640055401,1786765881012.1118,941367039322.6816,43228448.21630562,23.3825,4435.055,16.925,1728.85,67.6575,54.16362758936359,106207.74084328423,0.10980000000000001,0.2426137670434783,0.033558083391304346,0,0,0,0,1
2021-08-16,35235.053125,36034.29875,34229.60125,34420.175625,32334.78171875,196642556.141406,47.4573264298178,2114.0770665818845,-1268206277.1002471,44.36606051663051,19.21851423861056,1967955552491.717,1094867921574.4734,47962042.2573277,23.740499999999997,4470.6849999999995,16.58,1786.445,66.9805,51.15476938904837,87650.73333658153,0.21307142857142858,0.3066661513809524,0.07341012166666668,0,0,0,1,0
2021-08-17,34419.894375,35375.825,33294.749375,33511.24375,32509.79328125,240262877.51954776,43.929829710381256,1946.8975785239018,-1508469154.6197948,44.55767888643416,18.882612003326955,1910291298667.961,1059153871759.1484,51238797.93256642,23.588,4455.094999999999,17.615000000000002,1786.665,65.56649999999999,47.88598290607409,70209.90703743829,0.029277777777777785,0.19031725037037037,0.08282249937037038,0,0,0,1,0
2021-08-18,33509.792499999996,34513.708750000005,33156.566875000004,33530.22125,32685.417812500003,218852682.1184348,43.98166086686598,1795.243505788742,-1289616472.50136,44.48977581025101,18.703336357753816,1887539801636.7725,1047796838291.7726,38733931.86284885,23.371000000000002,4420.605,19.56,1783.45,64.0975,61.013029453107286,158459.41692764155,0.03981923076923077,0.2928915528846154,0.04955794203846154,0,0,0,1,0
2021-08-19,33530.83875,35291.45625,32945.465625,35073.87125,32856.11575,172989987.34616584,47.93712435184608,1779.1077678248553,-1116626485.155194,44.16012414004322,18.660584492897325,1946626017086.4485,1087059185144.051,44064382.99067613,23.1205,4394.12,22.39,1780.4499999999998,62.7645,53.48818788379217,101822.70872212447,0.16020625,0.36304420696874995,0.08978520325,0,0,0,1,0
2021-08-23,36928.08625,37893.594375,36757.94,37112.54875,34289.007781249995,190716270.86356008,51.36406579856664,1998.4246402085823,-752721139.0912632,44.19480150024344,18.305991461020056,2101538621690.358,1172833600787.074,62783444.83914174,23.731,4464.91,17.994999999999997,1804.0549999999998,66.5475,41.82271460700877,44549.53824847452,0.20230000000000004,0.38024260463636367,0.12348665222727274,0,1,0,0,0
2021-08-24,37112.559375,37412.695625,35682.698124999995,35751.806875,34586.9394375,149112636.36461475,45.48331153665279,1883.0113822220467,-901833775.455878,44.06971684534331,18.367783031698146,2073652251602.0398,1159903254537.6785,48446097.43704099,23.817500000000003,4485.315,17.085,1796.37,67.791,53.5032204923258,101918.89307067859,0.16622666666666663,0.29881501522222226,0.0979542648888889,0,1,0,0,0
2021-08-25,35749.39875,36941.32875,35347.469375,36736.908125,34891.33903125,129305681.34674141,47.902111707409674,1849.712645825508,-772528094.1091366,44.33053391776656,18.308939245164204,2049905127916.17,1141155283919.4202,48840322.24348586,23.6875,4493.325,17.1,1791.225,67.8615,51.499589439132954,89651.75792132704,0.2170866666666667,0.3553240740666667,0.18720959593333325,0,0,0,1,0
2021-08-26,36736.365625000006,37008.195,34708.75,35125.246875,35041.07246875,138991689.75838175,41.85857334077188,1673.9789760467343,-911519783.8675183,44.46784554663239,18.293719427425064,2026286665610.9478,1125272556809.793,44344740.93695561,23.7855,4481.88,18.155,1804.48,68.2065,56.44064700335465,121968.36953710277,-0.021217647058823532,0.4425443511176472,-0.009117647117647062,0,0,0,1,0
2021-08-30,36572.091875,36654.24375,35129.10125,35235.42125,35546.21446875,133896522.3543228,40.24596582933398,1366.4683962101863,-1109341215.6785176,44.150333266962946,18.515112684739375,2034965865850.5166,1136446194995.734,41207632.4960167,23.945999999999998,4521.280000000001,16.485,1811.785,68.82900000000001,61.051243162149596,158793.13127262445,0.18284000000000003,0.2761035354,0.0840227273,0,0,0,1,0
2021-08-31,35235.42125,36186.251875,35018.933125,35323.575625,35605.276249999995,113379951.2172857,40.51075852129149,1221.9161684857659,-995961264.4612318,42.96302790087108,18.96712500153015,2059998681808.8745,1175067810800.3284,43189750.75463795,24.017000000000003,4526.219999999999,16.235,1814.06,68.38,57.238280190542646,127857.15882119724,0.20597199999999996,0.30625180380000006,0.1362302286,0,0,0,1,0
2021-09-01,35323.2825,36846.594375,34879.725000000006,36612.6275,35770.4471875,124395353.29075342,44.205552567446105,1197.5683770380174,-871565911.1704783,42.588635431045205,20.028751034307348,2114417548862.1555,1214148516351.0754,41665458.82355731,24.014000000000003,4527.835,16.08,1811.5149999999999,69.006,60.16560395940578,151184.88580343517,0.13436875,0.270796131,0.0817336309375,0,1,0,0,0
2021-09-02,36612.666875,37787.430625,36446.908125,36937.975625,35824.5368125,138060123.56970802,45.076872196101405,1190.7986657665547,-733505787.6007704,41.782689870086514,20.236818784452826,2208286510344.5557,1285601463137.5156,47307177.29767034,24.297,4535.709999999999,16.335,1818.415,69.472,55.32279133610459,114039.65039780275,0.09197272727272726,0.4041002558636364,0.05344598577272727,0,1,0,0,0
2021-09-07,39500.499375,39691.835625,31950.589375000003,35146.596875,36644.8558125,331075836.4884245,36.065886763857534,1158.786995401268,-730429396.9853412,41.786819169651565,19.275299978452225,2241647320605.7837,1305122532757.7837,50271634.77666399,24.1235,4526.235000000001,17.545,1792.13,68.85,53.89062596137836,104419.73815206341,0.2152946428571428,0.28921048444642855,0.10315977858928571,1,0,0,0,0
2021-09-08,35148.700625,35504.035,33309.38125,34537.2125,36618.022874999995,190480115.98766652,34.51502026422527,883.0584801326859,-920909512.9730078,41.40814708049953,19.28348096684097,2111708287032.608,1237302133736.4753,41770433.46465715,23.9875,4516.085,18.47,1791.765,68.6505,58.06799164216042,134191.75114086116,0.15312417582417584,0.32266832371428567,0.11166541297802195,0,0,0,1,0
2021-09-09,34536.9625,35544.985625,34125.62375,34794.215625,36508.0855625,147872869.94972563,35.290541950782504,677.4701948922598,-773036643.0232823,40.938639690646475,19.14431607946931,2124183991288.3647,1254571465617.7397,40368816.12583166,23.884,4503.145,19.125,1790.745,68.7675,60.190001136149874,151390.97097287656,0.13019999999999998,0.3856464076578947,0.11812147555263158,0,0,1,0,0
2018-01-02,7629.83,8792.093125,7305.62625,7967.194375,8535.807842975,425556.8738205525,28.5125120259075,41.4951089356864,929188.008194835,41.94739405522165,13.85721859054975,561280824076.1101,325799950334.6101,40553327.6417,17.139499999999998,2689.77,10.36,1315.0949999999998,61.125,21.50570995595034,4767.370100292104,0.17118000000000005,0.3567542295442628,0.032914263780492066,0,0,1,0,0
2018-01-03,7943.125,8946.7225,7624.375001,8622.474927,8515.994089324997,424670.97662945255,30.886144446723513,92.7775864266265,1353858.9848242875,40.80483008249427,14.172726639493842,615159648109.1943,364536159526.4843,41037010.8705439,17.162,2705.455,9.355,1317.57,61.894999999999996,23.426156302373823,6354.679275985494,0.15350441176470597,0.27898591614068513,0.034516231506776414,0,0,1,0,0
2018-01-04,8497.974929,8680.0000015,7869.9275,8538.7212485,8456.302620825,439533.19291462004,30.529974687855344,125.21766610270002,916991.9981064176,39.49356580166469,14.187608842590688,644358730252.7944,389878281581.9844,42527795.29,17.197499999999998,2721.6499999999996,9.115,1320.63,61.725,21.89504055624721,5063.6057767209395,0.162273076923077,0.2889817330603954,0.06002020542364235,1,0,0,0,0
2018-01-08,9115.4096335,9194.143748999999,6801.25,8477.363875000001,8238.324238574998,2211000.89545248,28.944882760110865,299.31946578832935,-2797639.4505210347,38.9235918546578,16.333288034821564,671183695947.074,409893040418.83386,41050023.0267,17.025,2745.19,9.565,1316.04,62.665000000000006,22.169383161208287,5279.955730940153,0.23692499999999997,0.25013554470175875,0.045330919752594075,0,0,1,0,0
2018-01-09,8470.26805,8893.75,7725.690625,8214.4653045,8199.994440799997,1446420.4156066924,27.8757486429945,246.1822381567158,-4244059.866127728,38.477252696342006,18.333340988243286,642547505563.9359,395295799737.09595,43234479.1223377,16.946,2751.2200000000003,9.745000000000001,1314.2800000000002,63.46,22.44248078863426,5501.691698380156,0.16510423728813556,0.3222401488343809,0.026456659703190173,1,0,0,0,0
